REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
SA1,2024/04/01 00:05:00,1408.84,229.98,TRADE
SA1,2024/04/01 00:10:00,1400.38,64.19,TRADE
SA1,2024/04/01 00:15:00,1423.06,70.42,TRADE
SA1,2024/04/01 00:20:00,1418.66,70.42,TRADE
SA1,2024/04/01 00:25:00,1415.46,132.03,TRADE
SA1,2024/04/01 00:30:00,1408.2,500.50,TRADE
SA1,2024/04/01 00:35:00,1391.86,276.63,TRADE
SA1,2024/04/01 00:40:00,1394.69,137.79,TRADE
SA1,2024/04/01 00:45:00,1423.62,220.70,TRADE
SA1,2024/04/01 00:50:00,1401.93,70.42,TRADE
SA1,2024/04/01 00:55:00,1369.07,139.44,TRADE
SA1,2024/04/01 01:00:00,1340.83,60.71,TRADE
SA1,2024/04/01 01:05:00,1360.43,229.98,TRADE
SA1,2024/04/01 01:10:00,1392.92,170,TRADE
SA1,2024/04/01 01:15:00,1370.41,229.98,TRADE
SA1,2024/04/01 01:20:00,1350.37,229.98,TRADE
SA1,2024/04/01 01:25:00,1337.47,137.79,TRADE
SA1,2024/04/01 01:30:00,1328.6,229.98,TRADE
SA1,2024/04/01 01:35:00,1329.88,137.79,TRADE
SA1,2024/04/01 01:40:00,1305.32,229.98,TRADE
SA1,2024/04/01 01:45:00,1301.33,137.79,TRADE
SA1,2024/04/01 01:50:00,1310.56,137.79,TRADE
SA1,2024/04/01 01:55:00,1299.91,165.53,TRADE
SA1,2024/04/01 02:00:00,1279.66,170,TRADE
SA1,2024/04/01 02:05:00,1276.29,137.79,TRADE
SA1,2024/04/01 02:10:00,1289.49,229.98,TRADE
SA1,2024/04/01 02:15:00,1275.47,137.79,TRADE
SA1,2024/04/01 02:20:00,1281.25,229.98,TRADE
SA1,2024/04/01 02:25:00,1284.4,137.79,TRADE
SA1,2024/04/01 02:30:00,1279.63,170,TRADE
SA1,2024/04/01 02:35:00,1279.7,137.79,TRADE
SA1,2024/04/01 02:40:00,1261.8,137.79,TRADE
SA1,2024/04/01 02:45:00,1266.97,170,TRADE
SA1,2024/04/01 02:50:00,1254.46,137.79,TRADE
SA1,2024/04/01 02:55:00,1249.91,40.93,TRADE
