REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
SA1,2025/03/01 00:05:00,1598.95,167.13,TRADE
SA1,2025/03/01 00:10:00,1567.96,140.28,TRADE
SA1,2025/03/01 00:15:00,1574.92,138.05,TRADE
SA1,2025/03/01 00:20:00,1574.61,138.04,TRADE
SA1,2025/03/01 00:25:00,1598.74,139.37,TRADE
SA1,2025/03/01 00:30:00,1569.43,138.04,TRADE
SA1,2025/03/01 00:35:00,1586.42,138.46,TRADE
SA1,2025/03/01 00:40:00,1559.79,138.73,TRADE
SA1,2025/03/01 00:45:00,1553.04,137.65,TRADE
SA1,2025/03/01 00:50:00,1553.65,138.35,TRADE
SA1,2025/03/01 00:55:00,1549.18,138,TRADE
SA1,2025/03/01 01:00:00,1556.32,138,TRADE
SA1,2025/03/01 01:05:00,1540.85,160.84,TRADE
SA1,2025/03/01 01:10:00,1512.64,163.99,TRADE
SA1,2025/03/01 01:15:00,1516.77,170.44,TRADE
SA1,2025/03/01 01:20:00,1533.44,170.44,TRADE
SA1,2025/03/01 01:25:00,1488.42,143.18,TRADE
SA1,2025/03/01 01:30:00,1518.13,170.44,TRADE
SA1,2025/03/01 01:35:00,1487.48,170.44,TRADE
SA1,2025/03/01 01:40:00,1486.04,164.96,TRADE
SA1,2025/03/01 01:45:00,1482.21,166.69,TRADE
SA1,2025/03/01 01:50:00,1472.12,148.47,TRADE
SA1,2025/03/01 01:55:00,1464.73,140.74,TRADE
SA1,2025/03/01 02:00:00,1451.93,138.38,TRADE
SA1,2025/03/01 02:05:00,1459.76,138,TRADE
SA1,2025/03/01 02:10:00,1453.42,138.05,TRADE
SA1,2025/03/01 02:15:00,1448.81,140.60,TRADE
SA1,2025/03/01 02:20:00,1443.3,140.91,TRADE
SA1,2025/03/01 02:25:00,1429.18,134.70,TRADE
SA1,2025/03/01 02:30:00,1427.58,138,TRADE
SA1,2025/03/01 02:35:00,1412.05,140.93,TRADE
SA1,2025/03/01 02:40:00,1402.23,141.72,TRADE
SA1,2025/03/01 02:45:00,1399.95,138,TRADE
SA1,2025/03/01 02:50:00,1407.46,138,TRADE
SA1,2025/03/01 02:55:00,1400.49,138,TRADE
SA1,2025/03/01 03:00:00,1397.26,138,TRADE
SA1,2025/03/01 03:05:00,1375.99,136.04,TRADE
SA1,2025/03/01 03:10:00,1385.23,138,TRADE
SA1,2025/03/01 03:15:00,1365.68,138,TRADE
SA1,2025/03/01 03:20:00,1383.66,139.71,TRADE
SA1,2025/03/01 03:25:00,1387.03,138,TRADE
SA1,2025/03/01 03:30:00,1389.87,138,TRADE
SA1,2025/03/01 03:35:00,1403.2,148.40,TRADE
SA1,2025/03/01 03:40:00,1398.89,146.89,TRADE
SA1,2025/03/01 03:45:00,1394.52,150.54,TRADE
SA1,2025/03/01 03:50:00,1401.84,174.55,TRADE
SA1,2025/03/01 03:55:00,1404.86,170.44,TRADE
SA1,2025/03/01 04:00:00,1400.35,152.58,TRADE
SA1,2025/03/01 04:05:00,1394.64,140.70,TRADE
SA1,2025/03/01 04:10:00,1387.21,138.09,TRADE
SA1,2025/03/01 04:15:00,1384.27,152.75,TRADE
SA1,2025/03/01 04:20:00,1379.96,153.34,TRADE
SA1,2025/03/01 04:25:00,1379.48,157.96,TRADE
SA1,2025/03/01 04:30:00,1363.95,138,TRADE
SA1,2025/03/01 04:35:00,1388.34,138,TRADE
SA1,2025/03/01 04:40:00,1390.04,138.04,TRADE
SA1,2025/03/01 04:45:00,1382.93,139.38,TRADE
SA1,2025/03/01 04:50:00,1391.46,157.59,TRADE
SA1,2025/03/01 04:55:00,1386.03,138,TRADE
SA1,2025/03/01 05:00:00,1385.88,138.04,TRADE
SA1,2025/03/01 05:05:00,1388.15,138.04,TRADE
SA1,2025/03/01 05:10:00,1383.02,138,TRADE
SA1,2025/03/01 05:15:00,1379.15,138,TRADE
SA1,2025/03/01 05:20:00,1371.33,138,TRADE
