REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
SA1,2024/08/01 00:05:00,1601.52,137.70,TRADE
SA1,2024/08/01 00:10:00,1588.39,148.65,TRADE
SA1,2024/08/01 00:15:00,1572.26,159.87,TRADE
SA1,2024/08/01 00:20:00,1584.53,171.28,TRADE
SA1,2024/08/01 00:25:00,1592.56,176.22,TRADE
SA1,2024/08/01 00:30:00,1573.7,169.46,TRADE
SA1,2024/08/01 00:35:00,1576.13,185.22,TRADE
SA1,2024/08/01 00:40:00,1586.71,197.78,TRADE
SA1,2024/08/01 00:45:00,1576.55,187.22,TRADE
SA1,2024/08/01 00:50:00,1576.89,183.21,TRADE
SA1,2024/08/01 00:55:00,1560.31,170.51,TRADE
SA1,2024/08/01 01:00:00,1554.39,179.28,TRADE
SA1,2024/08/01 01:05:00,1564.29,152.81,TRADE
SA1,2024/08/01 01:10:00,1543.69,133.01,TRADE
SA1,2024/08/01 01:15:00,1545.91,185.25,TRADE
SA1,2024/08/01 01:20:00,1535.45,151.54,TRADE
SA1,2024/08/01 01:25:00,1534.04,132.50,TRADE
SA1,2024/08/01 01:30:00,1541.13,134.94,TRADE
SA1,2024/08/01 01:35:00,1522.17,134.34,TRADE
SA1,2024/08/01 01:40:00,1545,225.48,TRADE
SA1,2024/08/01 01:45:00,1517.1,137.70,TRADE
SA1,2024/08/01 01:50:00,1525.03,133.06,TRADE
SA1,2024/08/01 01:55:00,1523.74,169.04,TRADE
SA1,2024/08/01 02:00:00,1499.02,122.98,TRADE
SA1,2024/08/01 02:05:00,1505.12,127.15,TRADE
SA1,2024/08/01 02:10:00,1503.92,151.52,TRADE
SA1,2024/08/01 02:15:00,1477.94,140.26,TRADE
SA1,2024/08/01 02:20:00,1471.37,134.01,TRADE
SA1,2024/08/01 02:25:00,1463.32,137.70,TRADE
SA1,2024/08/01 02:30:00,1458.62,134.57,TRADE
SA1,2024/08/01 02:35:00,1464.57,194.45,TRADE
SA1,2024/08/01 02:40:00,1438.85,147.55,TRADE
SA1,2024/08/01 02:45:00,1432.46,137.70,TRADE
SA1,2024/08/01 02:50:00,1439.18,137.66,TRADE
SA1,2024/08/01 02:55:00,1423.84,137.70,TRADE
SA1,2024/08/01 03:00:00,1422.59,137.70,TRADE
SA1,2024/08/01 03:05:00,1432.16,137.70,TRADE
SA1,2024/08/01 03:10:00,1417.42,137.66,TRADE
SA1,2024/08/01 03:15:00,1412.66,134.29,TRADE
SA1,2024/08/01 03:20:00,1409.55,137.55,TRADE
SA1,2024/08/01 03:25:00,1400.12,137.66,TRADE
SA1,2024/08/01 03:30:00,1405.98,110.03,TRADE
SA1,2024/08/01 03:35:00,1407,110.03,TRADE
SA1,2024/08/01 03:40:00,1391.49,122.79,TRADE
SA1,2024/08/01 03:45:00,1379.14,113.79,TRADE
SA1,2024/08/01 03:50:00,1376.05,110.85,TRADE
SA1,2024/08/01 03:55:00,1378.84,110.85,TRADE
SA1,2024/08/01 04:00:00,1381.38,135.31,TRADE
SA1,2024/08/01 04:05:00,1413.19,102.26,TRADE
SA1,2024/08/01 04:10:00,1456.67,156.21,TRADE
SA1,2024/08/01 04:15:00,1449.88,149.63,TRADE
SA1,2024/08/01 04:20:00,1452.96,154.82,TRADE
SA1,2024/08/01 04:25:00,1442.73,137.70,TRADE
SA1,2024/08/01 04:30:00,1473.72,178.20,TRADE
SA1,2024/08/01 04:35:00,1443.14,137.70,TRADE
SA1,2024/08/01 04:40:00,1433.64,131.14,TRADE
SA1,2024/08/01 04:45:00,1425.07,131.13,TRADE
SA1,2024/08/01 04:50:00,1441.52,131.98,TRADE
SA1,2024/08/01 04:55:00,1444.31,127.91,TRADE
SA1,2024/08/01 05:00:00,1434.36,163.08,TRADE
SA1,2024/08/01 05:05:00,1443.85,-30,TRADE
SA1,2024/08/01 05:10:00,1464.9,137.70,TRADE
SA1,2024/08/01 05:15:00,1485.61,137.70,TRADE
SA1,2024/08/01 05:20:00,1487.52,137.70,TRADE
SA1,2024/08/01 05:25:00,1484.66,139.45,TRADE
SA1,2024/08/01 05:30:00,1475.91,178.02,TRADE
SA1,2024/08/01 05:35:00,1478.72,137.70,TRADE
SA1,2024/08/01 05:40:00,1496.43,148.99,TRADE
SA1,2024/08/01 05:45:00,1497.31,139.45,TRADE
SA1,2024/08/01 05:50:00,1516.24,178.02,TRADE
SA1,2024/08/01 05:55:00,1509.45,189.69,TRADE
SA1,2024/08/01 06:00:00,1485.84,215.41,TRADE
SA1,2024/08/01 06:05:00,1522.54,62.96,TRADE
SA1,2024/08/01 06:10:00,1535.72,119.93,TRADE
SA1,2024/08/01 06:15:00,1535.88,169.14,TRADE
SA1,2024/08/01 06:20:00,1555,232.42,TRADE
SA1,2024/08/01 06:25:00,1586.72,258.87,TRADE
SA1,2024/08/01 06:30:00,1593.67,276.63,TRADE
SA1,2024/08/01 06:35:00,1595.43,299.44,TRADE
SA1,2024/08/01 06:40:00,1664.46,330,TRADE
SA1,2024/08/01 06:45:00,1637.87,330,TRADE
SA1,2024/08/01 06:50:00,1669.22,299.44,TRADE
SA1,2024/08/01 06:55:00,1711.2,330,TRADE
SA1,2024/08/01 07:00:00,1718.9,229,TRADE
SA1,2024/08/01 07:05:00,1751.75,230,TRADE
SA1,2024/08/01 07:10:00,1753.74,228.44,TRADE
SA1,2024/08/01 07:15:00,1792.41,229,TRADE
SA1,2024/08/01 07:20:00,1834.83,229,TRADE
SA1,2024/08/01 07:25:00,1838.88,191.36,TRADE
SA1,2024/08/01 07:30:00,1859.24,137.80,TRADE
SA1,2024/08/01 07:35:00,1887.41,196.94,TRADE
SA1,2024/08/01 07:40:00,1913.64,178.55,TRADE
SA1,2024/08/01 07:45:00,1967.98,270,TRADE
SA1,2024/08/01 07:50:00,1978.72,233.97,TRADE
SA1,2024/08/01 07:55:00,1976.08,232.06,TRADE
SA1,2024/08/01 08:00:00,1981.48,151.87,TRADE
SA1,2024/08/01 08:05:00,1970.62,189.81,TRADE
SA1,2024/08/01 08:10:00,1980.64,166.44,TRADE
SA1,2024/08/01 08:15:00,1986.03,181.05,TRADE
SA1,2024/08/01 08:20:00,1965.04,154.62,TRADE
SA1,2024/08/01 08:25:00,1950.45,167.46,TRADE
SA1,2024/08/01 08:30:00,1936.46,154.31,TRADE
SA1,2024/08/01 08:35:00,1898.69,157.06,TRADE
SA1,2024/08/01 08:40:00,1869,167.57,TRADE
SA1,2024/08/01 08:45:00,1831.52,137.80,TRADE
SA1,2024/08/01 08:50:00,1815.51,137.80,TRADE
SA1,2024/08/01 08:55:00,1790.48,94.72,TRADE
SA1,2024/08/01 09:00:00,1774.54,-30,TRADE
SA1,2024/08/01 09:05:00,1760.61,178.02,TRADE
SA1,2024/08/01 09:10:00,1719.54,-30,TRADE
SA1,2024/08/01 09:15:00,1714.48,-43.21,TRADE
SA1,2024/08/01 09:20:00,1665.8,-46.65,TRADE
SA1,2024/08/01 09:25:00,1627.07,-47.01,TRADE
SA1,2024/08/01 09:30:00,1608.38,-47.01,TRADE
SA1,2024/08/01 09:35:00,1571.63,-45.08,TRADE
SA1,2024/08/01 09:40:00,1567.16,-44.51,TRADE
SA1,2024/08/01 09:45:00,1509.65,-43.21,TRADE
SA1,2024/08/01 09:50:00,1481.94,-44.51,TRADE
SA1,2024/08/01 09:55:00,1427.92,-44.51,TRADE
SA1,2024/08/01 10:00:00,1377.23,-44.51,TRADE
SA1,2024/08/01 10:05:00,1307.45,-46.65,TRADE
SA1,2024/08/01 10:10:00,1285.96,-44.51,TRADE
SA1,2024/08/01 10:15:00,1240.16,-44.51,TRADE
SA1,2024/08/01 10:20:00,1180.48,-46.65,TRADE
SA1,2024/08/01 10:25:00,1174.5,-46.65,TRADE
SA1,2024/08/01 10:30:00,1195.02,-45.08,TRADE
SA1,2024/08/01 10:35:00,1125.87,-47.01,TRADE
SA1,2024/08/01 10:40:00,1132.44,-47.01,TRADE
SA1,2024/08/01 10:45:00,1126.77,-44.51,TRADE
SA1,2024/08/01 10:50:00,1091.38,-46.77,TRADE
SA1,2024/08/01 10:55:00,1075.43,-44.51,TRADE
SA1,2024/08/01 11:00:00,1048.95,-44.51,TRADE
SA1,2024/08/01 11:05:00,986.73,-44.51,TRADE
SA1,2024/08/01 11:10:00,970.99,-45.08,TRADE
SA1,2024/08/01 11:15:00,956.5,-46.77,TRADE
SA1,2024/08/01 11:20:00,932.81,-47.01,TRADE
SA1,2024/08/01 11:25:00,906.81,-47,TRADE
SA1,2024/08/01 11:30:00,891.01,-47.01,TRADE
SA1,2024/08/01 11:35:00,866.14,-57,TRADE
SA1,2024/08/01 11:40:00,850.55,-47.01,TRADE
SA1,2024/08/01 11:45:00,791.7,-59.98,TRADE
SA1,2024/08/01 11:50:00,799.2,-47.01,TRADE
