REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
SA1,2024/06/01 00:05:00,1613.44,195.50,TRADE
SA1,2024/06/01 00:10:00,1604.31,173.44,TRADE
SA1,2024/06/01 00:15:00,1597.03,177.77,TRADE
SA1,2024/06/01 00:20:00,1597.8,183.56,TRADE
SA1,2024/06/01 00:25:00,1584.44,197.43,TRADE
SA1,2024/06/01 00:30:00,1582.88,173.44,TRADE
SA1,2024/06/01 00:35:00,1572.88,173.44,TRADE
SA1,2024/06/01 00:40:00,1581.87,175.08,TRADE
SA1,2024/06/01 00:45:00,1593.3,175.97,TRADE
SA1,2024/06/01 00:50:00,1584.44,175.97,TRADE
SA1,2024/06/01 00:55:00,1573.05,173.44,TRADE
SA1,2024/06/01 01:00:00,1569.81,183.24,TRADE
SA1,2024/06/01 01:05:00,1560.85,177.77,TRADE
SA1,2024/06/01 01:10:00,1541.34,173.44,TRADE
SA1,2024/06/01 01:15:00,1534.97,173.44,TRADE
SA1,2024/06/01 01:20:00,1508.81,173.44,TRADE
SA1,2024/06/01 01:25:00,1493.86,173.44,TRADE
SA1,2024/06/01 01:30:00,1509.45,173.44,TRADE
SA1,2024/06/01 01:35:00,1500.33,298.44,TRADE
SA1,2024/06/01 01:40:00,1499.89,175.97,TRADE
SA1,2024/06/01 01:45:00,1482.3,208.48,TRADE
SA1,2024/06/01 01:50:00,1483.22,175.97,TRADE
SA1,2024/06/01 01:55:00,1454.48,173.44,TRADE
SA1,2024/06/01 02:00:00,1438.44,173.44,TRADE
SA1,2024/06/01 02:05:00,1447.88,274.77,TRADE
SA1,2024/06/01 02:10:00,1453.89,175.97,TRADE
SA1,2024/06/01 02:15:00,1425.68,175.97,TRADE
SA1,2024/06/01 02:20:00,1433.3,197.70,TRADE
SA1,2024/06/01 02:25:00,1427.95,175.97,TRADE
SA1,2024/06/01 02:30:00,1408.87,175.97,TRADE
SA1,2024/06/01 02:35:00,1390.23,175.97,TRADE
SA1,2024/06/01 02:40:00,1387.9,175.97,TRADE
SA1,2024/06/01 02:45:00,1376.9,192.91,TRADE
SA1,2024/06/01 02:50:00,1382.64,175.97,TRADE
SA1,2024/06/01 02:55:00,1384.14,207.34,TRADE
SA1,2024/06/01 03:00:00,1384.98,190.47,TRADE
SA1,2024/06/01 03:05:00,1369.39,260.79,TRADE
SA1,2024/06/01 03:10:00,1345.55,276.63,TRADE
SA1,2024/06/01 03:15:00,1342.72,258.74,TRADE
SA1,2024/06/01 03:20:00,1319.96,205.18,TRADE
SA1,2024/06/01 03:25:00,1316.11,193.16,TRADE
SA1,2024/06/01 03:30:00,1311.88,173.44,TRADE
SA1,2024/06/01 03:35:00,1301.58,173.44,TRADE
SA1,2024/06/01 03:40:00,1312.67,173.44,TRADE
SA1,2024/06/01 03:45:00,1331.5,210.69,TRADE
SA1,2024/06/01 03:50:00,1311.8,207,TRADE
SA1,2024/06/01 03:55:00,1312.51,145.66,TRADE
SA1,2024/06/01 04:00:00,1307.66,196.58,TRADE
SA1,2024/06/01 04:05:00,1320.25,231.92,TRADE
SA1,2024/06/01 04:10:00,1365.12,240.01,TRADE
SA1,2024/06/01 04:15:00,1364.19,175.05,TRADE
SA1,2024/06/01 04:20:00,1370.44,175.05,TRADE
SA1,2024/06/01 04:25:00,1350.31,174.24,TRADE
SA1,2024/06/01 04:30:00,1343.87,209.64,TRADE
SA1,2024/06/01 04:35:00,1350.44,207.86,TRADE
SA1,2024/06/01 04:40:00,1340.24,202.70,TRADE
SA1,2024/06/01 04:45:00,1340.59,173.44,TRADE
SA1,2024/06/01 04:50:00,1328.96,175.05,TRADE
SA1,2024/06/01 04:55:00,1333.58,173.44,TRADE
SA1,2024/06/01 05:00:00,1333.03,175.05,TRADE
SA1,2024/06/01 05:05:00,1337.24,173.44,TRADE
SA1,2024/06/01 05:10:00,1319.95,175.05,TRADE
SA1,2024/06/01 05:15:00,1311.66,179.10,TRADE
SA1,2024/06/01 05:20:00,1304.47,179.12,TRADE
SA1,2024/06/01 05:25:00,1305.85,175.05,TRADE
SA1,2024/06/01 05:30:00,1323.37,247.93,TRADE
SA1,2024/06/01 05:35:00,1338.27,225.24,TRADE
SA1,2024/06/01 05:40:00,1331.26,249.03,TRADE
SA1,2024/06/01 05:45:00,1332.06,173.44,TRADE
SA1,2024/06/01 05:50:00,1327.07,180.91,TRADE
SA1,2024/06/01 05:55:00,1323.61,203.09,TRADE
SA1,2024/06/01 06:00:00,1339.49,203.19,TRADE
SA1,2024/06/01 06:05:00,1337.61,232.41,TRADE
SA1,2024/06/01 06:10:00,1371.03,245.30,TRADE
SA1,2024/06/01 06:15:00,1390.35,174.34,TRADE
SA1,2024/06/01 06:20:00,1393.21,236.25,TRADE
SA1,2024/06/01 06:25:00,1371.1,173.44,TRADE
SA1,2024/06/01 06:30:00,1384.04,182.23,TRADE
SA1,2024/06/01 06:35:00,1382.9,206.49,TRADE
SA1,2024/06/01 06:40:00,1379.19,175.20,TRADE
SA1,2024/06/01 06:45:00,1390.06,173.03,TRADE
SA1,2024/06/01 06:50:00,1417.21,173.44,TRADE
SA1,2024/06/01 06:55:00,1431.16,173.44,TRADE
SA1,2024/06/01 07:00:00,1445.62,174.97,TRADE
SA1,2024/06/01 07:05:00,1465.36,173.67,TRADE
SA1,2024/06/01 07:10:00,1459.77,226.88,TRADE
SA1,2024/06/01 07:15:00,1470.92,227.93,TRADE
SA1,2024/06/01 07:20:00,1472.92,173.44,TRADE
SA1,2024/06/01 07:25:00,1476.25,247.13,TRADE
SA1,2024/06/01 07:30:00,1494.04,216.22,TRADE
SA1,2024/06/01 07:35:00,1512.53,181.89,TRADE
SA1,2024/06/01 07:40:00,1518.96,177.77,TRADE
SA1,2024/06/01 07:45:00,1520.25,180.40,TRADE
SA1,2024/06/01 07:50:00,1529.6,213.82,TRADE
SA1,2024/06/01 07:55:00,1532.95,177.77,TRADE
SA1,2024/06/01 08:00:00,1551.5,175.98,TRADE
SA1,2024/06/01 08:05:00,1557.02,157.90,TRADE
SA1,2024/06/01 08:10:00,1566.37,155.53,TRADE
SA1,2024/06/01 08:15:00,1567.97,155.02,TRADE
SA1,2024/06/01 08:20:00,1552.31,154.06,TRADE
SA1,2024/06/01 08:25:00,1551.72,149.85,TRADE
SA1,2024/06/01 08:30:00,1539.97,140.59,TRADE
SA1,2024/06/01 08:35:00,1521.72,141.99,TRADE
SA1,2024/06/01 08:40:00,1524.88,134.43,TRADE
SA1,2024/06/01 08:45:00,1511.48,138,TRADE
SA1,2024/06/01 08:50:00,1509.32,134.29,TRADE
SA1,2024/06/01 08:55:00,1481.2,114,TRADE
SA1,2024/06/01 09:00:00,1450.79,114.47,TRADE
SA1,2024/06/01 09:05:00,1422.74,115.70,TRADE
SA1,2024/06/01 09:10:00,1385.61,134.28,TRADE
SA1,2024/06/01 09:15:00,1350.32,117.49,TRADE
SA1,2024/06/01 09:20:00,1346.99,116.34,TRADE
SA1,2024/06/01 09:25:00,1294.99,95.44,TRADE
SA1,2024/06/01 09:30:00,1263.72,93.20,TRADE
SA1,2024/06/01 09:35:00,1245.73,116.38,TRADE
SA1,2024/06/01 09:40:00,1237.66,115.70,TRADE
SA1,2024/06/01 09:45:00,1196.75,96.11,TRADE
SA1,2024/06/01 09:50:00,1164.69,88.99,TRADE
SA1,2024/06/01 09:55:00,1147.83,68.03,TRADE
SA1,2024/06/01 10:00:00,1117.56,68.05,TRADE
SA1,2024/06/01 10:05:00,1096.1,79.74,TRADE
SA1,2024/06/01 10:10:00,1090.53,87.55,TRADE
SA1,2024/06/01 10:15:00,1067.19,86.34,TRADE
SA1,2024/06/01 10:20:00,1031.13,77.79,TRADE
SA1,2024/06/01 10:25:00,1023.86,98.16,TRADE
SA1,2024/06/01 10:30:00,990.62,94.39,TRADE
SA1,2024/06/01 10:35:00,967.77,95.87,TRADE
SA1,2024/06/01 10:40:00,949.62,98.09,TRADE
SA1,2024/06/01 10:45:00,931.17,91.71,TRADE
