REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
SA1,2024/12/01 00:05:00,1265.52,104.44,TRADE
SA1,2024/12/01 00:10:00,1279.05,104.44,TRADE
SA1,2024/12/01 00:15:00,1283.63,108.42,TRADE
SA1,2024/12/01 00:20:00,1295.96,104.44,TRADE
SA1,2024/12/01 00:25:00,1302.03,104.44,TRADE
SA1,2024/12/01 00:30:00,1305.8,104.44,TRADE
SA1,2024/12/01 00:35:00,1295.66,116.07,TRADE
SA1,2024/12/01 00:40:00,1302.68,132.40,TRADE
SA1,2024/12/01 00:45:00,1295.43,115.21,TRADE
SA1,2024/12/01 00:50:00,1298.8,113.57,TRADE
SA1,2024/12/01 00:55:00,1302.88,122.01,TRADE
SA1,2024/12/01 01:00:00,1288.84,111.95,TRADE
SA1,2024/12/01 01:05:00,1280.91,112.36,TRADE
SA1,2024/12/01 01:10:00,1282.23,111.20,TRADE
SA1,2024/12/01 01:15:00,1285.23,114.74,TRADE
SA1,2024/12/01 01:20:00,1269.7,114.88,TRADE
SA1,2024/12/01 01:25:00,1261.9,109.31,TRADE
SA1,2024/12/01 01:30:00,1251.18,108.27,TRADE
SA1,2024/12/01 01:35:00,1264.35,104.44,TRADE
SA1,2024/12/01 01:40:00,1250.41,114.77,TRADE
SA1,2024/12/01 01:45:00,1244.04,105.64,TRADE
SA1,2024/12/01 01:50:00,1239.66,112.09,TRADE
SA1,2024/12/01 01:55:00,1233.66,104.44,TRADE
SA1,2024/12/01 02:00:00,1238.42,107.22,TRADE
SA1,2024/12/01 02:05:00,1239.26,107.21,TRADE
SA1,2024/12/01 02:10:00,1228.97,104.44,TRADE
SA1,2024/12/01 02:15:00,1222.07,104.44,TRADE
SA1,2024/12/01 02:20:00,1222.52,104.44,TRADE
SA1,2024/12/01 02:25:00,1209.18,104.44,TRADE
SA1,2024/12/01 02:30:00,1215.72,95.86,TRADE
SA1,2024/12/01 02:35:00,1200.13,104.44,TRADE
SA1,2024/12/01 02:40:00,1209.54,104.44,TRADE
SA1,2024/12/01 02:45:00,1194.5,104.44,TRADE
SA1,2024/12/01 02:50:00,1188.1,104.44,TRADE
SA1,2024/12/01 02:55:00,1178.95,104.44,TRADE
SA1,2024/12/01 03:00:00,1181.56,104.44,TRADE
SA1,2024/12/01 03:05:00,1172.13,91.12,TRADE
SA1,2024/12/01 03:10:00,1170.38,104.44,TRADE
SA1,2024/12/01 03:15:00,1171.95,104.44,TRADE
SA1,2024/12/01 03:20:00,1169.74,104.44,TRADE
SA1,2024/12/01 03:25:00,1162.73,104.44,TRADE
SA1,2024/12/01 03:30:00,1156.64,96.21,TRADE
SA1,2024/12/01 03:35:00,1168,104.44,TRADE
SA1,2024/12/01 03:40:00,1163.43,104.44,TRADE
SA1,2024/12/01 03:45:00,1154.07,104.44,TRADE
SA1,2024/12/01 03:50:00,1156.6,104.44,TRADE
SA1,2024/12/01 03:55:00,1142.32,104.44,TRADE
SA1,2024/12/01 04:00:00,1151.79,104.44,TRADE
SA1,2024/12/01 04:05:00,1140.17,107.85,TRADE
SA1,2024/12/01 04:10:00,1139.17,106.44,TRADE
SA1,2024/12/01 04:15:00,1130.66,104.24,TRADE
SA1,2024/12/01 04:20:00,1131.82,106.44,TRADE
SA1,2024/12/01 04:25:00,1124.34,106.44,TRADE
SA1,2024/12/01 04:30:00,1127.64,106.44,TRADE
SA1,2024/12/01 04:35:00,1126.28,80.33,TRADE
SA1,2024/12/01 04:40:00,1139.85,106.44,TRADE
SA1,2024/12/01 04:45:00,1138.36,106.44,TRADE
SA1,2024/12/01 04:50:00,1144.78,106.44,TRADE
SA1,2024/12/01 04:55:00,1144.35,106.44,TRADE
SA1,2024/12/01 05:00:00,1140.69,94.34,TRADE
SA1,2024/12/01 05:05:00,1143.62,75.54,TRADE
SA1,2024/12/01 05:10:00,1128.76,71.88,TRADE
SA1,2024/12/01 05:15:00,1138.28,74.21,TRADE
SA1,2024/12/01 05:20:00,1132.78,76.09,TRADE
SA1,2024/12/01 05:25:00,1126.57,71.95,TRADE
SA1,2024/12/01 05:30:00,1112.89,49.46,TRADE
SA1,2024/12/01 05:35:00,1120.07,50.58,TRADE
