REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
SA1,2024/03/01 00:05:00,1458.24,93.12,TRADE
SA1,2024/03/01 00:10:00,1472.65,96.37,TRADE
SA1,2024/03/01 00:15:00,1463.67,98.09,TRADE
SA1,2024/03/01 00:20:00,1466.82,86.79,TRADE
SA1,2024/03/01 00:25:00,1476.71,94.55,TRADE
SA1,2024/03/01 00:30:00,1459.94,94.17,TRADE
SA1,2024/03/01 00:35:00,1465.83,93.78,TRADE
SA1,2024/03/01 00:40:00,1471.74,93.08,TRADE
SA1,2024/03/01 00:45:00,1460.78,93.07,TRADE
SA1,2024/03/01 00:50:00,1459.26,93.01,TRADE
SA1,2024/03/01 00:55:00,1444.8,99.36,TRADE
SA1,2024/03/01 01:00:00,1429.67,96.45,TRADE
SA1,2024/03/01 01:05:00,1421.02,84.03,TRADE
SA1,2024/03/01 01:10:00,1411.14,90.53,TRADE
SA1,2024/03/01 01:15:00,1384.09,99.98,TRADE
SA1,2024/03/01 01:20:00,1359.23,99.99,TRADE
SA1,2024/03/01 01:25:00,1368.23,113.75,TRADE
SA1,2024/03/01 01:30:00,1381.43,110.03,TRADE
SA1,2024/03/01 01:35:00,1391.22,99.99,TRADE
SA1,2024/03/01 01:40:00,1386.72,99.99,TRADE
SA1,2024/03/01 01:45:00,1368.86,99.99,TRADE
SA1,2024/03/01 01:50:00,1359.03,99.99,TRADE
SA1,2024/03/01 01:55:00,1345.91,99.99,TRADE
SA1,2024/03/01 02:00:00,1356.39,99.98,TRADE
SA1,2024/03/01 02:05:00,1331.08,99.99,TRADE
SA1,2024/03/01 02:10:00,1337.13,101.68,TRADE
SA1,2024/03/01 02:15:00,1320.81,99.98,TRADE
SA1,2024/03/01 02:20:00,1315.78,99.99,TRADE
SA1,2024/03/01 02:25:00,1306.83,99.99,TRADE
SA1,2024/03/01 02:30:00,1313.45,101.38,TRADE
SA1,2024/03/01 02:35:00,1325.36,101.43,TRADE
SA1,2024/03/01 02:40:00,1318.16,99.99,TRADE
SA1,2024/03/01 02:45:00,1306.73,99.99,TRADE
SA1,2024/03/01 02:50:00,1284.77,99.99,TRADE
SA1,2024/03/01 02:55:00,1298.28,99.98,TRADE
SA1,2024/03/01 03:00:00,1276.68,99.98,TRADE
SA1,2024/03/01 03:05:00,1274.81,100.80,TRADE
SA1,2024/03/01 03:10:00,1279.18,99.98,TRADE
