REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
SA1,2023/09/01 00:05:00,1556.39,104.10,TRADE
SA1,2023/09/01 00:10:00,1560.26,100,TRADE
SA1,2023/09/01 00:15:00,1558.51,100,TRADE
SA1,2023/09/01 00:20:00,1571.07,100,TRADE
SA1,2023/09/01 00:25:00,1552.13,99.99,TRADE
SA1,2023/09/01 00:30:00,1577.61,170.44,TRADE
SA1,2023/09/01 00:35:00,1563.59,140.99,TRADE
SA1,2023/09/01 00:40:00,1573.49,140.99,TRADE
SA1,2023/09/01 00:45:00,1544.99,170.44,TRADE
SA1,2023/09/01 00:50:00,1535.04,175.98,TRADE
SA1,2023/09/01 00:55:00,1529.91,175.98,TRADE
SA1,2023/09/01 01:00:00,1542.66,175.98,TRADE
SA1,2023/09/01 01:05:00,1532.23,175.98,TRADE
SA1,2023/09/01 01:10:00,1498.98,170.93,TRADE
SA1,2023/09/01 01:15:00,1490.04,175.98,TRADE
SA1,2023/09/01 01:20:00,1488.74,175.98,TRADE
SA1,2023/09/01 01:25:00,1482.5,175.98,TRADE
SA1,2023/09/01 01:30:00,1472.41,175.98,TRADE
SA1,2023/09/01 01:35:00,1463.71,175.98,TRADE
SA1,2023/09/01 01:40:00,1478.82,175.98,TRADE
SA1,2023/09/01 01:45:00,1445.52,175.98,TRADE
SA1,2023/09/01 01:50:00,1433.87,170.44,TRADE
SA1,2023/09/01 01:55:00,1429.59,170.44,TRADE
SA1,2023/09/01 02:00:00,1427.4,175.98,TRADE
SA1,2023/09/01 02:05:00,1417.82,170.44,TRADE
SA1,2023/09/01 02:10:00,1443.58,226.44,TRADE
SA1,2023/09/01 02:15:00,1424.73,170.44,TRADE
SA1,2023/09/01 02:20:00,1425.43,170.44,TRADE
SA1,2023/09/01 02:25:00,1416.83,170.44,TRADE
SA1,2023/09/01 02:30:00,1384.62,89.29,TRADE
SA1,2023/09/01 02:35:00,1395.08,170.44,TRADE
SA1,2023/09/01 02:40:00,1396.66,170.44,TRADE
SA1,2023/09/01 02:45:00,1401.14,226.44,TRADE
SA1,2023/09/01 02:50:00,1384.82,170.44,TRADE
SA1,2023/09/01 02:55:00,1369.73,139.44,TRADE
SA1,2023/09/01 03:00:00,1363.85,82.27,TRADE
SA1,2023/09/01 03:05:00,1342.84,75.12,TRADE
SA1,2023/09/01 03:10:00,1336.94,139.44,TRADE
SA1,2023/09/01 03:15:00,1336.79,139.44,TRADE
SA1,2023/09/01 03:20:00,1307.97,139.44,TRADE
SA1,2023/09/01 03:25:00,1309.49,139.44,TRADE
SA1,2023/09/01 03:30:00,1285.08,76,TRADE
SA1,2023/09/01 03:35:00,1290.05,75.60,TRADE
SA1,2023/09/01 03:40:00,1287.02,76,TRADE
SA1,2023/09/01 03:45:00,1285.08,82.19,TRADE
SA1,2023/09/01 03:50:00,1293.11,77.31,TRADE
SA1,2023/09/01 03:55:00,1296.06,74.76,TRADE
SA1,2023/09/01 04:00:00,1281.3,77.02,TRADE
SA1,2023/09/01 04:05:00,1289.92,77.31,TRADE
SA1,2023/09/01 04:10:00,1296.4,100,TRADE
SA1,2023/09/01 04:15:00,1295.45,74.75,TRADE
SA1,2023/09/01 04:20:00,1304.03,80.83,TRADE
SA1,2023/09/01 04:25:00,1300.5,76.62,TRADE
SA1,2023/09/01 04:30:00,1271.66,75.61,TRADE
SA1,2023/09/01 04:35:00,1271.51,75.54,TRADE
SA1,2023/09/01 04:40:00,1267.84,78.73,TRADE
SA1,2023/09/01 04:45:00,1276.27,76.56,TRADE
SA1,2023/09/01 04:50:00,1264.24,94.50,TRADE
SA1,2023/09/01 04:55:00,1261.64,94.82,TRADE
SA1,2023/09/01 05:00:00,1267.31,80.52,TRADE
SA1,2023/09/01 05:05:00,1261.67,77.05,TRADE
SA1,2023/09/01 05:10:00,1267.33,92.57,TRADE
SA1,2023/09/01 05:15:00,1273.37,89.02,TRADE
SA1,2023/09/01 05:20:00,1299.08,91.61,TRADE
SA1,2023/09/01 05:25:00,1271.59,85.35,TRADE
SA1,2023/09/01 05:30:00,1290.6,94.06,TRADE
SA1,2023/09/01 05:35:00,1291.1,81.07,TRADE
SA1,2023/09/01 05:40:00,1318.43,98.03,TRADE
SA1,2023/09/01 05:45:00,1319.91,96.87,TRADE
SA1,2023/09/01 05:50:00,1332.75,99.25,TRADE
SA1,2023/09/01 05:55:00,1338.76,126.26,TRADE
SA1,2023/09/01 06:00:00,1335.51,127.02,TRADE
SA1,2023/09/01 06:05:00,1340.87,100,TRADE
SA1,2023/09/01 06:10:00,1343.04,137.12,TRADE
SA1,2023/09/01 06:15:00,1369.27,151.52,TRADE
SA1,2023/09/01 06:20:00,1371.79,152.26,TRADE
SA1,2023/09/01 06:25:00,1382.84,175.97,TRADE
SA1,2023/09/01 06:30:00,1388.16,170.44,TRADE
SA1,2023/09/01 06:35:00,1397.04,170.44,TRADE
SA1,2023/09/01 06:40:00,1433.53,175.97,TRADE
SA1,2023/09/01 06:45:00,1459.3,175.98,TRADE
SA1,2023/09/01 06:50:00,1462.55,178.58,TRADE
SA1,2023/09/01 06:55:00,1486.23,166.25,TRADE
SA1,2023/09/01 07:00:00,1477.67,151.47,TRADE
SA1,2023/09/01 07:05:00,1491.26,150.61,TRADE
SA1,2023/09/01 07:10:00,1513.73,175.97,TRADE
SA1,2023/09/01 07:15:00,1544.15,261.40,TRADE
SA1,2023/09/01 07:20:00,1523.13,175.98,TRADE
SA1,2023/09/01 07:25:00,1533.19,170.44,TRADE
SA1,2023/09/01 07:30:00,1550.74,169.09,TRADE
SA1,2023/09/01 07:35:00,1543.04,153.54,TRADE
SA1,2023/09/01 07:40:00,1546.59,137.79,TRADE
SA1,2023/09/01 07:45:00,1580.47,73.87,TRADE
SA1,2023/09/01 07:50:00,1564.73,73.44,TRADE
SA1,2023/09/01 07:55:00,1560.52,72.80,TRADE
SA1,2023/09/01 08:00:00,1565.16,72.81,TRADE
SA1,2023/09/01 08:05:00,1574.97,72.81,TRADE
SA1,2023/09/01 08:10:00,1561.62,72.81,TRADE
SA1,2023/09/01 08:15:00,1548.02,134.28,TRADE
SA1,2023/09/01 08:20:00,1508.26,72.81,TRADE
SA1,2023/09/01 08:25:00,1493.17,73.96,TRADE
SA1,2023/09/01 08:30:00,1453.62,71.43,TRADE
SA1,2023/09/01 08:35:00,1459.13,100,TRADE
SA1,2023/09/01 08:40:00,1422.9,73.43,TRADE
SA1,2023/09/01 08:45:00,1432.82,100,TRADE
SA1,2023/09/01 08:50:00,1412.29,74.79,TRADE
SA1,2023/09/01 08:55:00,1379.8,74.31,TRADE
SA1,2023/09/01 09:00:00,1378.63,72.48,TRADE
SA1,2023/09/01 09:05:00,1373.63,72.14,TRADE
SA1,2023/09/01 09:10:00,1378.67,72.49,TRADE
SA1,2023/09/01 09:15:00,1350.08,72.15,TRADE
SA1,2023/09/01 09:20:00,1304.23,10.67,TRADE
SA1,2023/09/01 09:25:00,1287.51,68.76,TRADE
SA1,2023/09/01 09:30:00,1263.22,31.94,TRADE
SA1,2023/09/01 09:35:00,1266.32,69.75,TRADE
SA1,2023/09/01 09:40:00,1248.84,10.12,TRADE
SA1,2023/09/01 09:45:00,1253.92,21.51,TRADE
SA1,2023/09/01 09:50:00,1219.7,13.59,TRADE
SA1,2023/09/01 09:55:00,1211.44,13.86,TRADE
SA1,2023/09/01 10:00:00,1218.09,21.30,TRADE
SA1,2023/09/01 10:05:00,1195.74,68.06,TRADE
SA1,2023/09/01 10:10:00,1201.9,69.43,TRADE
SA1,2023/09/01 10:15:00,1187.41,71.85,TRADE
SA1,2023/09/01 10:20:00,1181.88,139.44,TRADE
SA1,2023/09/01 10:25:00,1187.77,72.20,TRADE
SA1,2023/09/01 10:30:00,1179.3,58.70,TRADE
SA1,2023/09/01 10:35:00,1163.09,72.58,TRADE
SA1,2023/09/01 10:40:00,1129.18,71.88,TRADE
SA1,2023/09/01 10:45:00,1103.42,41.33,TRADE
SA1,2023/09/01 10:50:00,1115.69,70.49,TRADE
SA1,2023/09/01 10:55:00,1089.11,40.11,TRADE
SA1,2023/09/01 11:00:00,1091.32,40.11,TRADE
SA1,2023/09/01 11:05:00,1075.76,70.14,TRADE
SA1,2023/09/01 11:10:00,1095.08,63.55,TRADE
SA1,2023/09/01 11:15:00,1078.44,62.99,TRADE
SA1,2023/09/01 11:20:00,1097.91,69.47,TRADE
SA1,2023/09/01 11:25:00,1088.96,69.13,TRADE
SA1,2023/09/01 11:30:00,1069.44,46.57,TRADE
SA1,2023/09/01 11:35:00,1080.4,69.13,TRADE
SA1,2023/09/01 11:40:00,1098.34,69.73,TRADE
SA1,2023/09/01 11:45:00,1097.15,69.73,TRADE
SA1,2023/09/01 11:50:00,1088.52,39.53,TRADE
SA1,2023/09/01 11:55:00,1106.92,69.82,TRADE
SA1,2023/09/01 12:00:00,1099.59,36.57,TRADE
SA1,2023/09/01 12:05:00,1106.8,33.59,TRADE
SA1,2023/09/01 12:10:00,1093.87,90.99,TRADE
SA1,2023/09/01 12:15:00,1082.94,63.24,TRADE
SA1,2023/09/01 12:20:00,1084.96,69.14,TRADE
SA1,2023/09/01 12:25:00,1069.49,39.29,TRADE
SA1,2023/09/01 12:30:00,1063.11,39.54,TRADE
SA1,2023/09/01 12:35:00,1043.98,39.55,TRADE
SA1,2023/09/01 12:40:00,1036.81,39.35,TRADE
SA1,2023/09/01 12:45:00,1016.86,-23.31,TRADE
SA1,2023/09/01 12:50:00,1010.73,-9.48,TRADE
SA1,2023/09/01 12:55:00,1002.44,-14.82,TRADE
SA1,2023/09/01 13:00:00,995.99,3.49,TRADE
SA1,2023/09/01 13:05:00,995.47,59.95,TRADE
SA1,2023/09/01 13:10:00,983.76,21.31,TRADE
SA1,2023/09/01 13:15:00,986.21,22.30,TRADE
SA1,2023/09/01 13:20:00,968,20.66,TRADE
SA1,2023/09/01 13:25:00,969.15,22.36,TRADE
SA1,2023/09/01 13:30:00,954.03,22.25,TRADE
SA1,2023/09/01 13:35:00,938.8,21.15,TRADE
SA1,2023/09/01 13:40:00,948.04,40.25,TRADE
SA1,2023/09/01 13:45:00,928.85,22.14,TRADE
SA1,2023/09/01 13:50:00,930.6,20.59,TRADE
SA1,2023/09/01 13:55:00,928.1,20.80,TRADE
SA1,2023/09/01 14:00:00,903.11,15.63,TRADE
SA1,2023/09/01 14:05:00,922.7,21.71,TRADE
SA1,2023/09/01 14:10:00,891.26,20.61,TRADE
SA1,2023/09/01 14:15:00,861.87,4.65,TRADE
SA1,2023/09/01 14:20:00,870.73,10.81,TRADE
SA1,2023/09/01 14:25:00,877.43,20.08,TRADE
SA1,2023/09/01 14:30:00,862.97,21.17,TRADE
SA1,2023/09/01 14:35:00,851.56,19.98,TRADE
SA1,2023/09/01 14:40:00,840.32,10.67,TRADE
SA1,2023/09/01 14:45:00,811.95,20.85,TRADE
SA1,2023/09/01 14:50:00,843.2,21.20,TRADE
SA1,2023/09/01 14:55:00,809.65,20.96,TRADE
SA1,2023/09/01 15:00:00,844.41,0.68,TRADE
SA1,2023/09/01 15:05:00,847.4,20.75,TRADE
SA1,2023/09/01 15:10:00,843.63,10.33,TRADE
SA1,2023/09/01 15:15:00,846.72,10.52,TRADE
SA1,2023/09/01 15:20:00,843.54,20.66,TRADE
SA1,2023/09/01 15:25:00,829.29,9.52,TRADE
SA1,2023/09/01 15:30:00,865.06,24.03,TRADE
SA1,2023/09/01 15:35:00,837.28,19.14,TRADE
SA1,2023/09/01 15:40:00,830.22,10.70,TRADE
SA1,2023/09/01 15:45:00,872.72,9.69,TRADE
SA1,2023/09/01 15:50:00,876.75,18.43,TRADE
SA1,2023/09/01 15:55:00,872.59,13.28,TRADE
SA1,2023/09/01 16:00:00,917.04,13.52,TRADE
SA1,2023/09/01 16:05:00,927.98,37.03,TRADE
SA1,2023/09/01 16:10:00,912.36,19.57,TRADE
SA1,2023/09/01 16:15:00,930.87,61.57,TRADE
SA1,2023/09/01 16:20:00,960.51,37.30,TRADE
SA1,2023/09/01 16:25:00,982.02,62.83,TRADE
SA1,2023/09/01 16:30:00,1017.9,63.78,TRADE
SA1,2023/09/01 16:35:00,1027.28,63.85,TRADE
SA1,2023/09/01 16:40:00,1043.42,69.83,TRADE
SA1,2023/09/01 16:45:00,1058.91,97.57,TRADE
SA1,2023/09/01 16:50:00,1112.93,110.17,TRADE
SA1,2023/09/01 16:55:00,1115.3,170.44,TRADE
SA1,2023/09/01 17:00:00,1175.67,170.44,TRADE
SA1,2023/09/01 17:05:00,1194.87,136.03,TRADE
SA1,2023/09/01 17:10:00,1199.25,112.07,TRADE
SA1,2023/09/01 17:15:00,1231.7,170.44,TRADE
SA1,2023/09/01 17:20:00,1290.33,237.74,TRADE
SA1,2023/09/01 17:25:00,1302.52,234.12,TRADE
SA1,2023/09/01 17:30:00,1340.3,304,TRADE
SA1,2023/09/01 17:35:00,1373.7,207.24,TRADE
SA1,2023/09/01 17:40:00,1439.5,211.73,TRADE
SA1,2023/09/01 17:45:00,1503.47,214.95,TRADE
SA1,2023/09/01 17:50:00,1544.73,257.71,TRADE
SA1,2023/09/01 17:55:00,1549.77,211.27,TRADE
SA1,2023/09/01 18:00:00,1570.18,275.88,TRADE
SA1,2023/09/01 18:05:00,1602.93,277.67,TRADE
SA1,2023/09/01 18:10:00,1631.27,281.83,TRADE
SA1,2023/09/01 18:15:00,1639.65,278.99,TRADE
SA1,2023/09/01 18:20:00,1659.83,278.71,TRADE
SA1,2023/09/01 18:25:00,1679.77,285.33,TRADE
SA1,2023/09/01 18:30:00,1717.81,295.81,TRADE
SA1,2023/09/01 18:35:00,1738.84,293.35,TRADE
SA1,2023/09/01 18:40:00,1754.77,297.26,TRADE
SA1,2023/09/01 18:45:00,1764.31,297.64,TRADE
