REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
SA1,2025/02/01 00:05:00,1547.89,66.63,TRADE
SA1,2025/02/01 00:10:00,1547.36,66.03,TRADE
SA1,2025/02/01 00:15:00,1554.66,66.47,TRADE
SA1,2025/02/01 00:20:00,1563.86,66.46,TRADE
SA1,2025/02/01 00:25:00,1557.49,66.10,TRADE
SA1,2025/02/01 00:30:00,1536.69,64.82,TRADE
SA1,2025/02/01 00:35:00,1551.08,65.25,TRADE
SA1,2025/02/01 00:40:00,1550.03,64.99,TRADE
SA1,2025/02/01 00:45:00,1553.47,65.44,TRADE
SA1,2025/02/01 00:50:00,1558.31,65.95,TRADE
SA1,2025/02/01 00:55:00,1547.09,49.47,TRADE
SA1,2025/02/01 01:00:00,1539.35,66.51,TRADE
SA1,2025/02/01 01:05:00,1523.5,48.87,TRADE
SA1,2025/02/01 01:10:00,1537.75,48.75,TRADE
SA1,2025/02/01 01:15:00,1557.09,49.07,TRADE
SA1,2025/02/01 01:20:00,1552.94,66.88,TRADE
SA1,2025/02/01 01:25:00,1511.21,40.75,TRADE
SA1,2025/02/01 01:30:00,1517.95,39.40,TRADE
SA1,2025/02/01 01:35:00,1487.14,46.90,TRADE
SA1,2025/02/01 01:40:00,1490.31,46.96,TRADE
SA1,2025/02/01 01:45:00,1493.09,40.85,TRADE
SA1,2025/02/01 01:50:00,1494.99,46.70,TRADE
SA1,2025/02/01 01:55:00,1488.31,46.96,TRADE
SA1,2025/02/01 02:00:00,1502.46,47.25,TRADE
SA1,2025/02/01 02:05:00,1477.42,46.93,TRADE
SA1,2025/02/01 02:10:00,1496.26,43.76,TRADE
SA1,2025/02/01 02:15:00,1499.76,40.71,TRADE
SA1,2025/02/01 02:20:00,1485.48,47.17,TRADE
SA1,2025/02/01 02:25:00,1488.7,47.13,TRADE
SA1,2025/02/01 02:30:00,1483.7,47.13,TRADE
SA1,2025/02/01 02:35:00,1458.32,46.73,TRADE
SA1,2025/02/01 02:40:00,1464.85,46.93,TRADE
