REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
SA1,2023/08/01 00:05:00,1531.41,47.96,TRADE
SA1,2023/08/01 00:10:00,1559.1,46.28,TRADE
SA1,2023/08/01 00:15:00,1588.99,51.30,TRADE
SA1,2023/08/01 00:20:00,1580.15,45.64,TRADE
SA1,2023/08/01 00:25:00,1575.64,40.50,TRADE
SA1,2023/08/01 00:30:00,1573.55,44.78,TRADE
SA1,2023/08/01 00:35:00,1572.16,38.16,TRADE
SA1,2023/08/01 00:40:00,1578.23,48.30,TRADE
SA1,2023/08/01 00:45:00,1561.65,48.80,TRADE
SA1,2023/08/01 00:50:00,1546.88,48.10,TRADE
SA1,2023/08/01 00:55:00,1566.5,34.90,TRADE
SA1,2023/08/01 01:00:00,1552,47.61,TRADE
SA1,2023/08/01 01:05:00,1545,83.75,TRADE
SA1,2023/08/01 01:10:00,1533.26,39.65,TRADE
SA1,2023/08/01 01:15:00,1522.73,39.74,TRADE
SA1,2023/08/01 01:20:00,1535.5,39.20,TRADE
SA1,2023/08/01 01:25:00,1508.18,29.29,TRADE
SA1,2023/08/01 01:30:00,1503.91,30.12,TRADE
SA1,2023/08/01 01:35:00,1497.95,48.63,TRADE
SA1,2023/08/01 01:40:00,1508.25,77.20,TRADE
SA1,2023/08/01 01:45:00,1483.53,41.79,TRADE
SA1,2023/08/01 01:50:00,1490.56,33.63,TRADE
SA1,2023/08/01 01:55:00,1473.27,26.77,TRADE
SA1,2023/08/01 02:00:00,1475.65,38.81,TRADE
SA1,2023/08/01 02:05:00,1467.1,54.20,TRADE
SA1,2023/08/01 02:10:00,1446.21,38.13,TRADE
SA1,2023/08/01 02:15:00,1421.63,38.80,TRADE
SA1,2023/08/01 02:20:00,1418.95,44.44,TRADE
SA1,2023/08/01 02:25:00,1424.17,43.06,TRADE
SA1,2023/08/01 02:30:00,1410.38,29.21,TRADE
SA1,2023/08/01 02:35:00,1412.87,33.50,TRADE
SA1,2023/08/01 02:40:00,1400.05,85.60,TRADE
SA1,2023/08/01 02:45:00,1387.22,39.90,TRADE
SA1,2023/08/01 02:50:00,1377.41,36.01,TRADE
SA1,2023/08/01 02:55:00,1372.21,44.88,TRADE
SA1,2023/08/01 03:00:00,1358.11,37.60,TRADE
SA1,2023/08/01 03:05:00,1350.78,40.31,TRADE
SA1,2023/08/01 03:10:00,1340.34,36.93,TRADE
SA1,2023/08/01 03:15:00,1321.14,51.97,TRADE
SA1,2023/08/01 03:20:00,1323.08,42.68,TRADE
SA1,2023/08/01 03:25:00,1318.37,39.89,TRADE
SA1,2023/08/01 03:30:00,1304.79,36.27,TRADE
SA1,2023/08/01 03:35:00,1301.75,50.30,TRADE
SA1,2023/08/01 03:40:00,1304.38,36.28,TRADE
SA1,2023/08/01 03:45:00,1303.64,35.42,TRADE
SA1,2023/08/01 03:50:00,1292.41,36.55,TRADE
SA1,2023/08/01 03:55:00,1257.85,41.53,TRADE
SA1,2023/08/01 04:00:00,1261.05,34.28,TRADE
SA1,2023/08/01 04:05:00,1290.03,37.49,TRADE
SA1,2023/08/01 04:10:00,1276.16,29.78,TRADE
SA1,2023/08/01 04:15:00,1282.7,31.19,TRADE
SA1,2023/08/01 04:20:00,1290.23,29.77,TRADE
SA1,2023/08/01 04:25:00,1274.13,60.65,TRADE
SA1,2023/08/01 04:30:00,1261.6,56.72,TRADE
SA1,2023/08/01 04:35:00,1254.05,39.18,TRADE
SA1,2023/08/01 04:40:00,1257.6,39.69,TRADE
SA1,2023/08/01 04:45:00,1249.44,34.12,TRADE
SA1,2023/08/01 04:50:00,1266.48,39.07,TRADE
SA1,2023/08/01 04:55:00,1262.17,35.70,TRADE
SA1,2023/08/01 05:00:00,1267.96,10.95,TRADE
SA1,2023/08/01 05:05:00,1275.9,23.14,TRADE
