REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
SA1,2021/02/01 00:30:00,1367.95,35.34,TRADE
SA1,2021/02/01 01:00:00,1299.76,36.22,TRADE
SA1,2021/02/01 01:30:00,1267.86,60.45,TRADE
SA1,2021/02/01 02:00:00,1213.06,60.63,TRADE
SA1,2021/02/01 02:30:00,1167.73,45.80,TRADE
SA1,2021/02/01 03:00:00,1183,44.52,TRADE
SA1,2021/02/01 03:30:00,1171.73,40.29,TRADE
SA1,2021/02/01 04:00:00,1174.18,58.39,TRADE
SA1,2021/02/01 04:30:00,1159.26,59.33,TRADE
SA1,2021/02/01 05:00:00,1205.1,60.91,TRADE
SA1,2021/02/01 05:30:00,1231.45,61,TRADE
SA1,2021/02/01 06:00:00,1318.19,61.92,TRADE
SA1,2021/02/01 06:30:00,1372.39,69.17,TRADE
SA1,2021/02/01 07:00:00,1447.83,61.17,TRADE
SA1,2021/02/01 07:30:00,1455.84,108.73,TRADE
SA1,2021/02/01 08:00:00,1416.27,58.47,TRADE
SA1,2021/02/01 08:30:00,1395.75,53.20,TRADE
SA1,2021/02/01 09:00:00,1303.11,49.57,TRADE
SA1,2021/02/01 09:30:00,1251.58,42.20,TRADE
SA1,2021/02/01 10:00:00,1152.02,38.35,TRADE
SA1,2021/02/01 10:30:00,1008.3,37.05,TRADE
SA1,2021/02/01 11:00:00,817.02,33.25,TRADE
SA1,2021/02/01 11:30:00,850.01,31.67,TRADE
SA1,2021/02/01 12:00:00,720.3,21.52,TRADE
SA1,2021/02/01 12:30:00,664.1,-31.26,TRADE
SA1,2021/02/01 13:00:00,649.47,-38.93,TRADE
SA1,2021/02/01 13:30:00,631.71,-23.72,TRADE
SA1,2021/02/01 14:00:00,635.09,-30.03,TRADE
SA1,2021/02/01 14:30:00,632.67,-32.19,TRADE
SA1,2021/02/01 15:00:00,639.64,-146.51,TRADE
SA1,2021/02/01 15:30:00,702.4,-133.77,TRADE
SA1,2021/02/01 16:00:00,794.24,-115.90,TRADE
SA1,2021/02/01 16:30:00,912.49,-136.06,TRADE
SA1,2021/02/01 17:00:00,1029.34,-48.09,TRADE
SA1,2021/02/01 17:30:00,1117.96,-40.26,TRADE
SA1,2021/02/01 18:00:00,1187.07,-55.86,TRADE
SA1,2021/02/01 18:30:00,1262.95,3.59,TRADE
SA1,2021/02/01 19:00:00,1281.5,21.38,TRADE
SA1,2021/02/01 19:30:00,1329.93,27.04,TRADE
SA1,2021/02/01 20:00:00,1364.36,35.27,TRADE
SA1,2021/02/01 20:30:00,1363.45,34.25,TRADE
SA1,2021/02/01 21:00:00,1347.11,33.48,TRADE
SA1,2021/02/01 21:30:00,1339.09,32.51,TRADE
SA1,2021/02/01 22:00:00,1308.63,30.85,TRADE
SA1,2021/02/01 22:30:00,1266.68,33.12,TRADE
SA1,2021/02/01 23:00:00,1231.94,30.45,TRADE
SA1,2021/02/01 23:30:00,1231.71,33.88,TRADE
SA1,2021/02/02 00:00:00,1375.6,35.20,TRADE
SA1,2021/02/02 00:30:00,1365.67,33.32,TRADE
SA1,2021/02/02 01:00:00,1320.6,23.95,TRADE
SA1,2021/02/02 01:30:00,1253.11,11.74,TRADE
SA1,2021/02/02 02:00:00,1190.15,9.07,TRADE
SA1,2021/02/02 02:30:00,1154.59,8.88,TRADE
SA1,2021/02/02 03:00:00,1145.09,8.82,TRADE
SA1,2021/02/02 03:30:00,1131.27,8.88,TRADE
SA1,2021/02/02 04:00:00,1128.23,8.90,TRADE
SA1,2021/02/02 04:30:00,1134.72,8.74,TRADE
SA1,2021/02/02 05:00:00,1162.28,8.98,TRADE
SA1,2021/02/02 05:30:00,1211.06,10.09,TRADE
SA1,2021/02/02 06:00:00,1304.59,30.93,TRADE
SA1,2021/02/02 06:30:00,1358.43,34.25,TRADE
SA1,2021/02/02 07:00:00,1402.43,34.98,TRADE
SA1,2021/02/02 07:30:00,1364.2,21.74,TRADE
SA1,2021/02/02 08:00:00,1267.87,7.92,TRADE
SA1,2021/02/02 08:30:00,1205.25,-30.88,TRADE
SA1,2021/02/02 09:00:00,1192.76,-42.01,TRADE
SA1,2021/02/02 09:30:00,1105.67,-148.99,TRADE
SA1,2021/02/02 10:00:00,1023.11,-46.37,TRADE
SA1,2021/02/02 10:30:00,959.01,-23.46,TRADE
SA1,2021/02/02 11:00:00,819.73,-40.95,TRADE
SA1,2021/02/02 11:30:00,663.45,-37.30,TRADE
SA1,2021/02/02 12:00:00,595.81,-60.88,TRADE
SA1,2021/02/02 12:30:00,605.16,-47.50,TRADE
SA1,2021/02/02 13:00:00,580.53,-17.48,TRADE
SA1,2021/02/02 13:30:00,569.13,-24.11,TRADE
SA1,2021/02/02 14:00:00,576.68,-21.47,TRADE
SA1,2021/02/02 14:30:00,559.96,-18.02,TRADE
SA1,2021/02/02 15:00:00,596.25,-16.57,TRADE
SA1,2021/02/02 15:30:00,613.81,-21.06,TRADE
