REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
SA1,2021/06/01 00:30:00,1503.95,0.87,TRADE
SA1,2021/06/01 01:00:00,1447.11,1.75,TRADE
SA1,2021/06/01 01:30:00,1351.83,-12.56,TRADE
SA1,2021/06/01 02:00:00,1292.44,-14.45,TRADE
SA1,2021/06/01 02:30:00,1248.03,-14.31,TRADE
SA1,2021/06/01 03:00:00,1209.41,-17.17,TRADE
SA1,2021/06/01 03:30:00,1155.21,-18.81,TRADE
SA1,2021/06/01 04:00:00,1140.46,-20.74,TRADE
SA1,2021/06/01 04:30:00,1124.14,-20.76,TRADE
SA1,2021/06/01 05:00:00,1120.16,-16.55,TRADE
SA1,2021/06/01 05:30:00,1128.83,6.56,TRADE
SA1,2021/06/01 06:00:00,1197.12,13.73,TRADE
SA1,2021/06/01 06:30:00,1263.9,20.41,TRADE
SA1,2021/06/01 07:00:00,1387.23,29.60,TRADE
SA1,2021/06/01 07:30:00,1536.22,31.27,TRADE
SA1,2021/06/01 08:00:00,1634.64,87.62,TRADE
SA1,2021/06/01 08:30:00,1700.86,95.32,TRADE
SA1,2021/06/01 09:00:00,1719.79,125.08,TRADE
SA1,2021/06/01 09:30:00,1701.21,102.40,TRADE
SA1,2021/06/01 10:00:00,1677.61,106.44,TRADE
SA1,2021/06/01 10:30:00,1627.25,95.65,TRADE
SA1,2021/06/01 11:00:00,1566.43,191.77,TRADE
SA1,2021/06/01 11:30:00,1471.19,221.79,TRADE
SA1,2021/06/01 12:00:00,1257.5,83.73,TRADE
SA1,2021/06/01 12:30:00,1304.49,87.79,TRADE
SA1,2021/06/01 13:00:00,1312.6,90.14,TRADE
SA1,2021/06/01 13:30:00,1211.16,79.83,TRADE
SA1,2021/06/01 14:00:00,1126.98,78.65,TRADE
SA1,2021/06/01 14:30:00,1283.27,125.85,TRADE
SA1,2021/06/01 15:00:00,1166.82,177.62,TRADE
SA1,2021/06/01 15:30:00,1152.93,93.02,TRADE
SA1,2021/06/01 16:00:00,1211.67,148.88,TRADE
SA1,2021/06/01 16:30:00,1314.13,223.06,TRADE
SA1,2021/06/01 17:00:00,1444.37,118.56,TRADE
SA1,2021/06/01 17:30:00,1584.2,64.33,TRADE
SA1,2021/06/01 18:00:00,1694.57,22.74,TRADE
SA1,2021/06/01 18:30:00,1847.28,69.23,TRADE
SA1,2021/06/01 19:00:00,1892.56,-1.34,TRADE
SA1,2021/06/01 19:30:00,1857.48,155.81,TRADE
SA1,2021/06/01 20:00:00,1834.43,96.98,TRADE
SA1,2021/06/01 20:30:00,1789.05,79.87,TRADE
SA1,2021/06/01 21:00:00,1708.17,72.11,TRADE
SA1,2021/06/01 21:30:00,1658.16,24.20,TRADE
SA1,2021/06/01 22:00:00,1575.35,30.35,TRADE
SA1,2021/06/01 22:30:00,1499.76,-44.62,TRADE
SA1,2021/06/01 23:00:00,1415.72,-89.71,TRADE
SA1,2021/06/01 23:30:00,1386.51,-24.19,TRADE
SA1,2021/06/02 00:00:00,1501.06,-20.49,TRADE
SA1,2021/06/02 00:30:00,1500.63,-0.45,TRADE
SA1,2021/06/02 01:00:00,1457.9,8.47,TRADE
SA1,2021/06/02 01:30:00,1394.39,19.96,TRADE
SA1,2021/06/02 02:00:00,1321.76,29.48,TRADE
SA1,2021/06/02 02:30:00,1274.73,17.37,TRADE
SA1,2021/06/02 03:00:00,1222.64,18.47,TRADE
SA1,2021/06/02 03:30:00,1197.38,-0.39,TRADE
SA1,2021/06/02 04:00:00,1192.25,41.25,TRADE
SA1,2021/06/02 04:30:00,1138.35,51.56,TRADE
SA1,2021/06/02 05:00:00,1143.8,39.25,TRADE
SA1,2021/06/02 05:30:00,1173.26,58.31,TRADE
SA1,2021/06/02 06:00:00,1198.11,91.92,TRADE
SA1,2021/06/02 06:30:00,1279.53,86.67,TRADE
SA1,2021/06/02 07:00:00,1367.69,89,TRADE
SA1,2021/06/02 07:30:00,1481.96,98.43,TRADE
SA1,2021/06/02 08:00:00,1572.01,147.02,TRADE
SA1,2021/06/02 08:30:00,1606.02,114.28,TRADE
SA1,2021/06/02 09:00:00,1527.12,88.13,TRADE
SA1,2021/06/02 09:30:00,1463.73,75.60,TRADE
SA1,2021/06/02 10:00:00,1445.37,87.85,TRADE
